original	simplification	label
A bastion on the Eastern approaches was built later.	A bastion on the Eastern approaches was built later.	100.0
Santa Maria Maggiore (St. Mary the Greater), the earliest extant church in Assisi.	Santa Maria Maggiore (St. Mary the Greater), the earliest extant church in Assisi.	100.0
OEL manga series Graystripe's Trilogy There is a three volume original English-language manga series following Graystripe, between the time that he was taken by Twolegs in Dawn until he returned to ThunderClan in The Sight.	OEL manga series Graystripe's Trilogy There is a three volume original English-language manga series following Graystripe, between the time that he was taken by Twolegs in Dawn until he returned to ThunderClan in The Sight.	100.0
Saint Martin is a tropical island in the northeast Caribbean, approximately 300 km (186 miles) east of Puerto Rico.	Saint Martin is a tropical island in the northeast Caribbean, approximately 300 km (186 miles) east of Puerto Rico.	100.0
Before Bankman-Fried's wealth eroded in November 2022, Bankman-Fried was a major donor to Democratic Party candidates.	External links On a Fad Diet of Rock Dust, How the Garden Does Grow Henry Homeyer, June 24, 2004, New York Times.	0.0
New South Wales's largest city and capital is Sydney.	New South Wales's capital city is Sydney.	59.6
In Marriages and Infidelities, Oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.	In addition to the town Gouda in the Netherlands, Gouda can refer to: Gouda (cheese) Gouda (pottery) Gouda (slang) Gouda, South Africa, a town in the Western Cape Province of South Africa.	0.0
From the telephone exchange, the Port Jackson District Commandant could communicate with all military installations on the harbour.	From the telephone exchange, the Port Jackson District commander could get in touch with all the military facilities on the harbour.	90.06666667
Wario Land The Wario Land series is a platforming series that started with Wario Land: Super Mario Land 3, a spin-off of the Super Mario Land series.	Wario Land The Wario Land series is a platforming series that started with Wario Land: Super Mario Land 3, a spin-off of the Super Mario Land series.	100.0
Offenbach's numerous operettas, such as Orpheus in the Underworld, and La belle Hélène, were extremely popular in both France and the English-speaking world during the 1850s and 1860s.	Offenbach's many operettas, such as Orpheus in the Underworld, and La belle Hélène, were very popular in both France.	61.73333333
"On 14 November, an interview with journalist Piers Morgan was published, where Ronaldo said that he felt ""betrayed"" by ten Hag and ""two or three others"" who wanted Ronaldo to leave the club, while also adding that the club ""doubted"" him when he said he could not attend pre-season training due to the illness of his daughter, and that he did not respect ten Hag ""because he doesn't show respect for me"", leading him to be disappointed with the communication of the club."	Athletic teams at the school are nicknamed the Eagles.	0.0
Widespread blackouts are reported in Western Ukraine as Russian forces launch another wave of cruise missile strikes, including the city of Lviv which has experienced a total blackout.	Among this group are species with some of the most potent venoms of all snakes.	0.0
Bremer reported plans to put Saddam on trial, but claimed that the details of such a trial had not yet been determined.	Bremer said plans to put Saddam on trial, but said that the details of such a trial has not been set.	78.93333333
Usually portrayed as being bald, with long whiskers, he is said to be an incarnation of the Southern Polestar.	Later that year he left for the Hamburg Opera to work as a chorus director.	0.0
The sat reasoning test( formerly scholastic aptitude test and scholastic assessment test) is a standardized test for college admissions in the United States.	World temperatures could rise by between 1.1 and 6.4 ° C (2.0 and 11.5 ° F) during the 21st century (table 3) and that: Sea levels will probably rise by 18 to 59 cm (7.08 to 23.22 in) [table 3].	0.0
"Pauline returned in the Game Boy remake of Donkey Kong in 1994, and later Mario vs. Donkey Kong 2: March of the Minis in 2006, although the character is now described as ""Mario's friend""."	However, he was criticised for the UN's failure to act during the 1994 Rwandan Genocide, which officially left over 1 million people dead, and he appeared unable to muster support in the UN for intervention in the continuing Angolan Civil War.	0.0
The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.	The UK’s Supreme Court will not simply let the Scottish government hold a second election to decide if Scotland will become separate from the UK. To hold such an election, the Scottish government will need the support of the British Government.	98.33333333333333
The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.	Traveled, and the wave organized.	3.1333333333333333
Calvin Baker is an American novelist.	He is best known as an educator of poor children and an advocate of conscientious objection.	0.0
The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.	The sticky tongue helps to catch bugs.	86.13333333333334
It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.	The discovery was made by Stephen P. Synott. The images where taken from the Voyager 1 space probe on March 5, 1979 in orbit.	35.53333333333333
It will then dislodge itself and sink back to the river bed in order to digest its food and wait for its next meal.	Education The Cabarrus County School System services all of the county with the exception of parts of Kannapolis, which operates its own school district.	0.0
Despite this, Farrenc was paid less than her male counterparts for nearly a decade.	At Saturday Night's Main Event, Batista won a six man tag match with Rey Mysterio and Bobby Lashley taking on King Booker, Finlay, and Mark Henry.	0.0
United began seeking legal action over whether Ronaldo had breached his contract and was looking to terminate his contract.	Assuming good faith does not prohibit discussion and criticism, but instead editors should not attribute the actions being criticized to malice unless there is specific evidence of malice.	0.0
Some towns on the Eyre Highway in the south-east corner of Western Australia, between the South Australian border almost as far as Caiguna, do not follow official Western Australian time.	Some towns on the Eyre Highway in the south-east corner of Western Australia, between the South Australian border almost as far as Caiguna, do not follow official Western Australian time.	100.0
The vagina is remarkably elastic and stretches to many times its normal diameter during vaginal birth.	They were then replaced by the 4th Armored Division in 1957, which was redesignated as the 1st Armored Division in 1971 and moved to Hindenburg Kaserne in Ansbach in 1972.	0.0
Bremer reported plans to put Saddam on trial, but claimed that the details of such a trial had not yet been determined.	Bremer reported plans to put Saddam on trial, but claimed that the details of such a trial had not yet been determined.	100.0
Defiantly, she vowed to never renounce the Commune, and dared the judges to sentence her to death.	The game also features co-operative play (co-op) which allows players to complete the story based single player mode together.	0.0
Thereafter the county's administration was conducted at Duns or Lauder until Greenlaw became the county town in 1596.	Topics such as sanctity of marriage, adultery, alcoholism, prostitution, and religions are woven throughout the album.	0.0
Despite this, Farrenc was paid less than her male counterparts for nearly a decade.	Hydra appears to be spectrally neutral like Charon and Nix, though Pluto is reddish.	0.0
Their participation is limited until they reach legal adulthood.	After a version of a software package has remained in unstable for a certain length of time (depending on the urgency of the software's changes), that package is automatically migrated to the testing distribution.	0.0
Days prior to the start of the 2022 FIFA World Cup, Qatar was accused of reportedly having paid actors to play the role of fans at the tournament in order to promote the country.	Days before the start of the 2022 FIFA World Cup, Qatar was accused of having paid actors to play the role of fans at the tournament in order to promote the country.	93.0
He excuses himself because he has to leave for rehearsal, and he and Dr. Schön leave.	He tells him that he has to leave for rehearsal, and he and Drön leave.	63.33333333
This leads to consumer confusion when 220 (1,048,576) bytes is referenced as 1 MB (megabyte) instead of 1 MiB.	This leads to consumer confusion when 220 (1,048,576) bytes is referenced as 1 MB (megabyte) instead of 1 MiB.	100.0
"In a short video promoting the charity Equality Now Joss Whedon confirmed that ""Fray is not done, Fray is coming back."	The story began as a sequel to Tolkien's earlier, less complex children's fantasy novel The Hobbit (1937), but eventually developed into a much larger work.	0.0
Salem is a city in Essex County, Massachusetts, United States.	Salem is a city in Essex County, Massachusetts, United States.	100.0
The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.	The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.	100.0
These attacks may have been psychological in origin rather than physical.	These attacks may have been mental in source instead of physical.	90.33333333
In a difficult situation, it encouraged him to study Graphic Design in 2007, and he's been since as a Cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.	In a difficult situation, it encouraged him to study Graphic Design in 2007. He is now working as a Cinematographer in the movie industry, also having a lot of experience with photography and experience in the field of graphic design.	90.0
Barneville-la-Bertran is a commune in the Calvados department in the Basse-Normandie region in northwestern France.	Barneville-la-Bertran is a commune. It is found in the region Basse-Normandie in the Calvados department in the northwest of France.	92.6
Volunteers provided food, blankets, water, children's toys, massages, and a live rock band performance for those at the stadium.	Volunteers provided food, blankets, water, children's toys, massages, and a live rock band performance for those at the stadium.	100.0
The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.	The sentence was a 400$ fine and a three-year supervised release after jail.	75.33333333333333
Iain grieve( born 19 February, 1987 in Jwaneng, Botswana) is a Rugby Union Back-Rower for Bristol Rugby in the Guinness Premiership.	Iain grieve( born 19 February, 1987 in Jwaneng, Botswana) is a Rugby Union Back-Rower for Bristol Rugby in the Guinness Premiership.	100.0
Alternative views on the subject have been proposed throughout the centuries( see below), but all were rejected by mainstream Christian bodies.	Alternative views on the subject have been proposed throughout the centuries( see below), but all were rejected by mainstream Christian bodies.	100.0
The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.	The sentence included a fine of $400, or $100 for each count of fraud. After the prison term, he was released on supervised release.	95.0
Protests across the nation were suppressed.	Ohio State has also won national championships in men's swimming & diving, men's outdoor track & field, men's golf, men's gymnastics, men's fencing, co-ed fencing, and multiple synchronized swimming championships.	0.0
Computer performance is characterized by the amount of useful work accomplished by a computer system compared to the time and resources used.	When the Reichstag convened in September 1932, its first and only act was to pass a massive vote of no-confidence in Papen ’ s government.	0.0
So far the 'celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott Mills, Mark Chapman, Simon Gregson, Sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.	So far the'Famous person' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott mills, mark Chapman, Simon Gregson, sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.	90.75
A bastion on the eastern approaches was built later.	Few senior American economists agreed with Keynes through most of the 1930s.	0.0
An activist hiding his identity said the Egyptian authorities were carrying out random detentions ahead of COP, where they are randomly stopping people and inspecting their mobile phones to look for any evidence of dissent.	An activist hiding his identity said the Egyptian authorities were carrying out random detentions ahead of COP. They are randomly stopping people and inspecting their mobile phones to look for any evidence of dissent.	100.0
"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters."	Obsidian has been used in cardiac surgery, as well-crafted obsidian blades have a cutting edge many times sharper than high-quality steel surgical scalpels, with the edge of the blade being only about 3 nanometres wide.	0.0
Gable also earned an Academy Award nomination when he portrayed Fletcher Christian in 1935's Mutiny on the Bounty.	A workstation is a high-end microcomputer designed for technical or scientific applications.	0.0
This was substantially complete when Messiaen died, and Yvonne Loriod undertook the final movement's orchestration with advice from George Benjamin.	They occupied an area which is now the independent cities of Norfolk, Portsmouth, Chesapeake and Virginia Beach.	0.0
The complainant claimed that he had not renounced his Nepali citizenship while being an American citizen, and Nepali law does not allow the provision of dual citizenship.	The complainant said he was still a Nepali citizen even though he had become an American one. Nepali law does not allow people to have two citizenships at the same time.	95.0
Events Europe July 29 — Battle of Stiklestad (Norway): Olav Haraldsson loses to his pagan vassals and is killed in the battle.	The following season, Warner was replaced as the Rams' starting quarterback for good after fumbling six times in the opener against the New York Giants.	0.0
"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear."	"On occasion, the man ""den master"" will also let a second man into the den."	62.0
It is situated at the coast of the Baltic Sea, where it encloses the city of Stralsund.	The valleys of the Waimea River and its tributary, the Makaweli River, were once heavily populated.	0.0
It has long been the economic centre of northern Nigeria, and a centre for the production and export of groundnuts.	It has long been the economic centre of northern Nigeria, and a centre for the production and export of groundnuts.	100.0
Blogger DJ Akademiks held a three-hour stream in honor of Takeoff, in which he analyzed videos from the moment of the murder of Kirshnik, and also called for fighting the ideology of violence in hip-hop, including stop imitating rappers YNW Melly and Tay-K, who were convicted of murder.	The blogger DJ Akademiks held a three hour stream to honor Takeoff, where he analyzed videos from the moment of Takeoff’s murder. He also said we have to fight violence in hip-hop, and that we should not copy rappers like YNW Melly and Tay-K, who were murderers.	65.66666666666667
Like previous assessment reports, it consists of four reports, three of them from its working groups.	Reports, it consists, three of them.	79.26666666666667
The International Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.	The global Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.	55.53333333
On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.	In Christianity, an archbishop is an elevated bishop.	0.0
Santa Maria Maggiore (St. Mary the Greater), the earliest extant church in Assisi.	In conceptual summary, a digital signal is a quantized discrete-time signal; a discrete-time signal is a sampled analog signal.	0.0
After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections, in their composition being also his closest political allies, the social democrats, which he has endorsed at governance even more than Ion Iliescu.	After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections, in their composition being also his closest political allies, the social democrats, which he has endorsed at governance even more than Ion Iliescu.	100.0
It is now the site of Meher Baba's samadhi (tomb-shrine) as well as facilities and accommodations for pilgrims.	It is theorized that they made up for this deficiency by regularly eating thiamine-rich soba.	0.0
Geography The town lies in the Limmat valley between Baden and Zürich.	The land the city lies in the Limmat valley between Baden and Zürich.	70.06666667
After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic orchestra.	After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic orchestra.	100.0
The capital of the state is Aracaju (pop.	The capital of the state is Aracaju.	97.86666667
Before Bankman-Fried's wealth eroded in November 2022, Bankman-Fried was a major donor to Democratic Party candidates.	Most Australian external territories also observe different time zones.	0.0
This was substantially complete when Messiaen died, and Yvonne Loriod undertook the final movement's orchestration with advice from George Benjamin.	This was nearly finished when Messiaen died, and Yvonne Loriod orchestrated the last movement with advice from George Benjamin.	92.06666666666666
The sitcom series features the story of Abi (played by Bolu Essien) who secures a job at a top advertising agency in Lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.	The sitcom series features the story of Abi (played by Bolu Essien) who secures a job at a top advertising agency in Lagos, although she had a rough start with her manager, she soon got a chance to show off her talent when she was promoted to become the acting manager of the agency.	96.66666666666667
On November 9, Fetterman was projected as the winner of the election by media outlets.	On November 9, Fetterman was predicted by the media as the winner of the election.	100.0
"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters."	Add an appropriate copyright notice for your modifications adjacent to the other copyright notices.	0.0
Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous superhero Captain Qwark, in an effort to stop Drek.	Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous superhero Captain Qwark, in an effort to stop Drek.	100.0
By most accounts, the instrument was nearly impossible to control.	Carolus Linnaeus and other scientists of his time also considered the great apes to be the closest relatives of human beings due to morphological and anatomical similarities.	0.0
Characteristics radar observations indicate a fairly pure Iron-Nickel composition.	. radar observations indicate a fairly pure Iron-Nickel composition.	85.8
Forty-Nine species of Pipefish and nine species of seahorse have been recorded.	The album featured a greater creative input from the quartet, although they still relied on a heavyweight production crew including Rodney Jerkins, Missy Elliott, Chad Elliot, and Dwayne Wiggins of Tony!	0.0
Human skin hues can range from very dark brown to very pale pink.	Human skin can be found from very dark brown to very pale pink.	86.26666667
"According to the eyewitness account, the shooter ""snapped,"" before shooting a woman, proceeding to kill employees within the break room before firing at least ten shots in the grocery aisles."	"An eyewitness said the shooter ""snapped"" and shot a woman. Then he killed employees in the break room and fired at least ten shots in the grocery aisles."	91.0
The SAT Reasoning Test (formerly Scholastic Aptitude Test and Scholastic Assessment Test) is a standardized test for college admissions in the United States.	The SAT Reasoning Test (once school test of fitness and school Assessment Test) is a standard test for college admissions in the United States.	45.13333333
Military career Donaldson enlisted in the Australian Army on 18 June 2002.	"It is a strategy of problem-solving relying on ""appeals"" rather than coercion."	0.0
Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas, led by the Spanish commander Don Luis de Haro in 1658, that the fort stood out for its defenders' heroic resistance.	Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas, led by the Spanish commander Don Luis de Haro in 1658, that the fort stood out for its defenders' heroic resistance.	100.0
This resulted in both Montenegro and Serbia becoming independent countries.	This resulted in both Montenegro and Serbia becoming independent countries.	100.0
In other developments, both Iceland and Greenland accepted the overlordship of Norway, but Scotland was able to repulse a Norse invasion and broker a favorable peace settlement.	, both Iceland and Greenland accepted the overlordship of Norway, but was a Norse Repulse Scotland to invasion and broker.	31.66666667
No skater has yet accomplished a quadruple Axel in competition.	No Skater is not a quadruple Axel in competition.	92.85
The apostolic tradition, attributed to the theologian Hippolytus, attests the singing of Hallel Psalms with Alleluia as the refrain in early Christian Agape feasts.	Agriculture Locals grow seasonal crops such as Maize (makai) and Wheat (kanak).	0.0
There is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.	There is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.	100.0
His sentence was transportation to Australia for seven years.	His sentence was travel to Australia for seven years.	81.06666667
Others have theorized that Tresca was eliminated by the NKVD as retribution for criticism of the Stalin regime of the Soviet Union.	Neither, however, described God as appearing in three modes.	0.0
Prunk is a member of Institute of European History in Mainz, and a senior fellow of the Center for European Integration Studies in Bonn.	Prunk is a member of Institute of European History in Mainz, and a senior fellow of the Center for European Integration Studies in Bonn.	100.0
These ideally provide excellent habitat for chinkara, hog deer and blue bull.	These include good habitat for chinkara, hog deer and blue bull.	63.13333333
On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.	On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.	100.0
Dr. David Lindenmeyer (Australian National University) has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable, for conserving hollow-dependent species like Leadbeater's possum.	Dr. David Lindenmeyer (Australian National University) has said that the need for a nest box shows that logging practices are not sustainable, for keeping hollow-dependent species such as Leadbeater the possum.	84.06666667
While at Kahn he was chief architect for the Fisher Building in 1928.	While he was architect in 1928.	35.06666667
The complainant claimed that he had not renounced his Nepali citizenship while being an American citizen, and Nepali law does not allow the provision of dual citizenship.	The complaint said he did not renounce his Nepali citizenship while being an American citizen.	95.0
Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and / or cares about.	In it he explains that Christ has two qnome (essences), which are unmingled and eternally united in one parsopa (personality).	0.0
Plot captain Caleb Holt( Kirk Cameron) is a firefighter in Albany, Georgia and firmly keeps the cardinal rule of all firemen, `` never leave your partner behind''.	Plot captain Caleb Holt( Kirk Cameron) is a firefighter in Albany, Georgia and firmly keeps the cardinal rule of all firemen, `` never leave your partner behind''.	100.0
He is interred in the Restvale Cemetery in Alsip, Illinois.	"In 1876, the committee adopted the name ""International Committee of the Red Cross"" (ICRC), which is still its official designation today."	0.0
The female equivalent is a daughter.	He was offered a Fulbright scholarship in 1965 to study in the United States.	0.0
After the Jerilderie raid, the gang laid low for 16 months evading capture.	"Although these parties may describe themselves as ""libertarian,"" their ideologies differ considerably and not all of them espouse all elements of the libertarian agenda."	0.0
The Creative Gene is an autobiographical book comprising a variety of short stories, essays, and anecdotes encompassing Kojima's life, many of which focus on the various pop culture media Kojima developed an adoration for and how they have impacted him.	The Creative Gene is an autobiographical book comprising a variety of short stories, essays, and anecdotes encompassing Kojima's life, many of which focus on the various pop culture media Kojima developed an adoration for and how they have impacted him.	100.0
Orchestration Stravinsky first conceived of writing the ballet in 1913.	Orchestration Stravinsky first conceived of writing the ballet in 1913.	100.0
Both names became defunct in 2007 when they were merged into The National Museum of Scotland.	Honours Mitsuko Uchida was appointed Honorary Commander of the Order of the British Empire (CBE) in the 2001 New Year Honours.	0.0
Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and / or cares about.	Research has shown that children are less likely to report a crime if it involves someone that he or she knows.	82.73333333333333
In 2005, Meissner became the second American woman to land the triple Axel jump in national competition.	In 2005, Meissner became the second American woman to land the triple Axel jump in national competition.	100.0
Furthermore, spectroscopic studies have shown evidence of hydrated minerals and silicates, which indicate rather a stony surface composition.	Kievan Rus' ultimately disintegrated and the lands were divided into many small feudal states.	0.0
There is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.	There is general agreement among the mediators that this agreement is a step towards peace. However, there is also agreement that true peace has not yet been realized.	54.666666666666664
Defiantly, she vowed to never renounce the commune, and dared the judges to sentence her to death.	Boldly, she promised never to give up the commune, and challenged the judges to give her the death penalty.	60.23529411764706
Both names became defunct in 2007 when they were merged into the National museum of Scotland.	In 2005, Boreanaz began starring opposite Emily Deschanel on the current prime time television series, Bones.	0.0
From 1900 to 1920 many new facilities were constructed on campus, including facilities for the dental and Pharmacy programs, a chemistry building, a building for the natural sciences, Hill auditorium, large hospital and library complexes, and two residence halls.	From 1900 to 1920 many new facilities were constructed on campus, including facilities for the dental and Pharmacy programs, a chemistry building, a building for the natural sciences, Hill auditorium, large hospital and library complexes, and two residence halls.	100.0
On November 9, Fetterman was projected as the winner of the election by media outlets.	Tiko United FC is a Cameroonian football club based in Tiko.	0.0
The complainant claimed that he had not renounced his Nepali citizenship while being an American citizen, and Nepali law does not allow the provision of dual citizenship.	The complainant claimed that he had not renounced his Nepali citizenship while being an American citizen, and Nepali law does not allow the provision of dual citizenship.	100.0
Cogeneration (also combined heat and power, CHP) is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat.	Cogeneration (also combined heat and power, CHP) is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat.	100.0
Once inaugurated in January 2023, she will become the first female Governor of Massachusetts as well as the first openly lesbian woman and third openly LGBT person (after Kate Brown and Jared Polis) to take office as governor of a U.S. state.	She will become the first female Governor of Massachusetts in January 2023, and the first openly lesbian governor of a U.S. state, along with the third openly LGBT person (after Kate Brown and Jared Polis).	72.33333333333333
Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.	Many people who receive the Kate Greenaway medal also win the Colin Mears award. its worth £5000.	90.6
Musk stated that Twitter Blue's pricing would be raised to around US$8.00 per-month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.	Species are native to tropical and subtropical regions of all continents in addition to the South West Pacific and Australasia.	0.0
Alternative views on the subject have been proposed throughout the centuries (see below), but all were rejected by mainstream Christian bodies.	Alternative views on the subject have been proposed throughout the centuries (see below), but all were rejected by mainstream Christian bodies.	100.0
About 80 percent of buildings in the area were reconstructed or retrofitted after the 1999 earthquakes, reducing the impact of this earthquake.	About 80 percent of buildings in the area were reconstructed or retrofitted after the 1999 earthquakes, reducing the impact of this earthquake.	100.0
In 1987 Wexler was inducted into the Rock and Roll Hall of Fame.	In 1987 Wexler was inducted into the Rock and Roll Hall of Fame.	100.0
The complainant claimed that he had not renounced his Nepali citizenship while being an American citizen, and Nepali law does not allow the provision of dual citizenship.	In the Philippines, oregano, Plectranthus amboinicus, is not commonly used as a cooking ingredient but is primarily considered a medicinal plant, useful for relieving children's coughs.	0.0
He bolted from Sydney Cove several times before being shot dead in 1796.	He bolted from Sydney Cove several times before being shot dead in 1796.	100.0
About 80 percent of buildings in the area were reconstructed or retrofitted after the 1999 earthquakes, reducing the impact of this earthquake.	To reduce the impact of this earthquake, about 80 percent of buildings were updated after the 1999 earthquakes.	68.66666666666667
Offenbach's numerous operettas, such as Orpheus in the Underworld, and La belle Hélène, were extremely popular in both France and the English-speaking world during the 1850s and 1860s.	At The Great American Bash on July 20, 2008, McCool defeated Natalya to become the inaugural Divas Champion.	0.0
Samovar & Porter (1994), p. 84 Syrians did not congregate in urban enclaves; many of the immigrants who had worked as peddlers were able to interact with Americans on a daily basis.	To promote I Created Disco, Harris embarked on a tour of the UK, supporting Faithless and Groove Armada.	0.0
A few animals have chromatic response, changing color in changing environments, either seasonally (ermine, snowshoe hare) or far more rapidly with chromatophores in their integument (the cephalopod family).	A few animals have chromatic response, change color in a changing environment, either seasonally (ermine, snowshoe hare) or much faster with chromatophores in their coat (the cephalopod family).	85.0
After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.	After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.	100.0
About 80 percent of buildings in the area were reconstructed or retrofitted after the 1999 earthquakes, reducing the impact of this earthquake.	About 80 percent of buildings in the area were reconstructed or retrofitted after the 1999 earthquakes, reducing the impact of this earthquake.	100.0
Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that colonises and reproduces in the small intestine, causing giardiasis.	Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that infects.	56.46666667
He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.	It was the Prime Minister of Egypt between 1945 and 1946 and once again from 1946 and 1948.	46.86666667
This was substantially complete when Messiaen died, and Yvonne Loriod undertook the final movement's orchestration with advice from George Benjamin.	This was substantially complete when Messiaen died, and Yvonne Loriod undertook the final movement's orchestration with advice from George Benjamin.	100.0
There is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.	Their match stemmed from the Royal Rumble, the pay-per-view event two months prior to WrestleMania.	0.0
The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.	Health considerations Early-term surgical abortion is a simple procedure which is safer than childbirth when performed before the 16th week.	0.0
Brighton is a city in Washington County, Iowa, United States.	Brighton is a city in Washington County, Iowa, United States.	100.0
There he had one daughter, later baptized as Mary Ann Fisher Power, to Ann (e) Power.	He had one daughter, who was baptized as Mary Ann Fisher power, to Ann (E) power.	89.0
After the Jerilderie raid, the gang laid low for 16 months evading capture.	, the gang laid low for 16 months evading capture.	57.53333333333333
Events Europe July 29 — Battle of Stiklestad (Norway): Olav Haraldsson loses to his pagan vassals and is killed in the battle.	Events Europe July 29 — Battle of Stiklestad (Norway): Olav Haraldsson loses to his pagan vassals and is killed in the battle.	100.0
"Described as a darkly comedic bio-pic, Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, ""Who Is Reality Winner?"" with Fogel also on board to direct."	Cultivation of the Valencia in Orange County had all but ceased by the mid-1990s due to rising property costs, which drove most of what remained of the Southern California orange industry into Florida.	0.0
The first Italian Grand Prix motor racing championship took place on 4 September 1921 at Brescia.	The first Italian Grand Prix motor racing championship took place on 4 September 1921 at Brescia.	100.0
Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.	Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.	100.0
In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).	Originally made for the Apple II, they were later ported to other platforms.	0.0
On June 1, 1972, he and fellow RAF members Jan-Carl Raspe and Holger Meins were apprehended after a lengthy shootout in Frankfurt.	Naming and records After all of the twenty one predetermined hurricane names for the 2005 season were exhausted following Hurricane Wilma, the Greek alphabet was used, beginning with Tropical Storm Alpha.	0.0
This quantitative measure indicates how much of a particular drug or other substance (inhibitor) is needed to inhibit a given biological process (or component of a process, i.e. an enzyme, cell, cell receptor or microorganism) by half.	This measure indicates how much of a particular drug or other substance (inhibitor) is needed to make a given biological process (or part of a process, i.e. an enzyme, cell receptor or microorganism) by half.	77.13333333
