original	simplification	label
The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.	The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.	100.0
Forty-nine species of pipefish and nine species of seahorse have been recorded.	"Captain Feathersword Captain Feathersword, ""the friendly pirate"", wears a hat, patch, and puffy shirt and wields a ""feathery saber""."	0.0
"On 14 November, an interview with journalist Piers Morgan was published, where Ronaldo said that he felt ""betrayed"" by ten Hag and ""two or three others"" who wanted Ronaldo to leave the club, while also adding that the club ""doubted"" him when he said he could not attend pre-season training due to the illness of his daughter, and that he did not respect ten Hag ""because he doesn't show respect for me"", leading him to be disappointed with the communication of the club."	"On 14 November, an interview with journalist Piers Morgan was published, where Ronaldo said that he felt ""betrayed"" by ten Hag and ""two or three others"" who wanted Ronaldo to leave the club, while also adding that he did not respect ten Hag ""because he doesn't show respect for me"", leading him to be disappointed with the communication of the club, especially after he said he could not attend pre-season training due to his daughter's illness."	96.66666666666667
Military career Donaldson enlisted in the Australian Army on 18 June 2002.	He was born in location@1, location@2.	6.533333333
The Apostolic Tradition, attributed to the theologian Hippolytus, attests the singing of Hallel psalms with Alleluia as the refrain in early Christian agape feasts.	The Apostolic Tradition, attributed to the theologian Hippolytus, attests the singing of Hallel psalms with Alleluia as the refrain in early Christian agape feasts.	100.0
The name survives as a brand for a related spin-off digital television channel, digital radio station, and website which have survived the demise of the printed magazine.	The name survives as a brand for a related spin-off digital television channel, digital radio station, and website which have survived the demise of the printed magazine.	100.0
Bone has published numerous books including Fantastic Fungi Community Cookbook (2021), which includes recipes by wild mushroom foragers, mycologists, and chefs specializing in mushroom-based dishes.	Unexpectedly, the German Wehrmacht officers tended to him and sent him to a hospital.	0.0
Santa Maria Maggiore( St. Mary the greater), the earliest extant church in Assisi.	Santa Maria Maggiore( St. Mary the greater), the earliest extant church in Assisi.	100.0
James I appointed him a Gentleman of the Chapel Royal, where he served as an organist from at least 1615 until his death.	James I appointed him a Gentleman of the Chapel Royal, where he served as an organist from at least 1615 until his death.	100.0
The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.	The International fight League was billed as the world's first mixed martial arts (Mma) League.	92.4
OEL manga series Graystripe's Trilogy There is a three volume original English-language manga series following Graystripe, between the time that he was taken by Twolegs in Dawn until he returned to ThunderClan in The Sight.	Queen were an English rock band.	0.0
Thereafter the county's administration was conducted at Duns or Lauder until Greenlaw became the county town in 1596.	Thereafter the county's administration was conducted at Duns or Lauder until Greenlaw became the county town in 1596.	100.0
These attacks may have been psychological in origin rather than physical.	These attacks may have been psychological in origin rather than physical.	100.0
The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.	The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.	100.0
He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.	He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.	100.0
In 1990, she was the only female entertainer allowed to perform in Saudi Arabia.	Frederick had a summer residence built there for Sophie Charlotte by the architect Johann Arnold Nering between 1695 and 1699.	0.0
The tongue is sticky because of the presence of glycoprotein-rich mucous, which both lubricates movement in and out of the snout and helps to catch ants and termites, which adhere to it.	The tongue is sticky because of the presence of glycoprotein-rich mucous, which both lubricates movement in and out of the snout and helps to catch ants and termites, which adhere to it.	100.0
He excuses himself because he has to leave for rehearsal, and he and Dr. Schön leave.	He excuses himself because he has to leave for rehearsal, and he and Dr. Schön leave.	100.0
She was left behind (explanations for this vary) when the rest of the Nicoleños were moved to the mainland.	She was left behind (explanations for this vary) when the rest of the Nicoleños were moved to the mainland.	100.0
United began seeking legal action over whether Ronaldo had breached his contract and was looking to terminate his contract.	Riluzole does not reverse the damage already done to motor neurons, and patients taking the drug must be monitored for liver damage and other possible side effects.	0.0
Before 1980, a section of the Commonwealth Railways Central Australian line passed along the western side of the Simpson Desert.	Before 1980, a section of the CIS Railways Central Australia's line is along the west side of the Simpson Desert.	62.4
In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks - St Alexander Nevsky Cathedral (1908) and St George Cathedral in Nakhichevan (1783-1807).	In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks - St Alexander Nevsky Cathedral (1908) and St George Cathedral in Nakhichevan (1783-1807).	100.0
According to the non-profit organization Iran Human Rights, as of 19 November 2022, at least 378 people including 43 minors under 18 years of age had been killed as a result of the government's intervention in the protests, involving tear gas and gunfire, making the protests the deadliest since the 2019–2020 protests that resulted in more than 1,500 fatalities.	According to the non-profit organization Iran Human Rights, as of 19 November 2022, at least 378 people including 43 minors under 18 years of age had been killed as a result of the government's intervention in the protests, involving tear gas and gunfire, making the protests the deadliest since the 2019–2020 protests that resulted in more than 1,500 fatalities.	100.0
Johan was also the original Bassist of the Swedish power metal band Hammerfall, but quit before the band ever released a studio album.	Johan, the original Bassist of Swedish power metal band Hammerfall, quit before the band released an album.	95.3529411764706
Therefore, these PDFs can not be distributed without further manipulation if they contain images.	Geography The district was located on the banks of the Freiberger Mulde in the triangle between the cities of Dresden, Leipzig and Chemnitz.	0.0
The architecture of Winchester College is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and Early Modern periods, to a major expansion of accommodation in the Victorian era and then further extensions at the turn of the 20th century and more recently.	The architecture of Winchester College is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and Early Modern periods, to a major expansion of accommodation in the Victorian era and then further extensions at the turn of the 20th century and more recently.	100.0
A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.	A matchbook is a small cardboard folder (matchcover) enclosing a number of games and having a coarse striking surface on the field.	32.46666667
Military career Donaldson enlisted in the Australian Army on 18 June 2002.	Military career Donaldson enlisted in the Australian Army on 18 June 2002.	100.0
Prospectors from California, Europe and China were also digging along the Peel River and up the mountain slopes.	Prospectors from California, Europe and China were also digging along the Peel River and up the mountain slopes.	100.0
Perry Saturn (with Terri) defeated Eddie Guerrero (with Chyna) to win the WWF European Championship (8:10) Saturn pinned Guerrero after a Diving elbow drop.	Perry Saturn (with Terri) defeated Eddie Guerrero (with Chyna) to win the WWF European Championship (8:10) Saturn pinned Guerrero after a Diving elbow drop.	100.0
Jurisdiction draws its substance from public international law, conflict of laws, constitutional law and the powers of the executive and legislative branches of government to allocate resources to best serve the needs of its native society.	Court takes its substance from public the law, conflict of laws, law law and the powers of the executive and legislative branches of government to spend resources to best serve the needs of its native society.	54.4
"Eugowra is said to be named after the Indigenous Australian word meaning ""The place where the sand washes down the hill""."	"Eugowra is said to be named after the Indigenous Australian word meaning ""the place where the sand washes down the hill."	90.66666667
Each version of the License is given a distinguishing version number.	Each version of the License is given a distinguishing version number.	100.0
Jurisdiction draws its substance from public international law, conflict of laws, constitutional law and the powers of the executive and legislative branches of government to allocate resources to best serve the needs of its native society.	Jurisdiction draws its substance from public international law, conflict of laws, constitutional law and the powers of the executive and legislative branches of government to allocate resources to best serve the needs of its native society.	100.0
People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.	To remain competitive, Encyclopædia Britannica, Inc. has stressed the good reputation of the Britannica, reduced its price and production costs, and developed electronic versions on CD-ROM, DVD, and the World Wide Web.	0.0
The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.	It was to serve as an international auxiliary language, that is, as a universal second language, not to replace ethnic languages.	0.0
"He was also named 1982 ""Sportsman of the Year"" by Sports Illustrated."	"As she continued to promote ""Just Say No"", she appeared in an episode of the popular 1980s sitcom Diff'rent Strokes and in a 1985 rock music video, ""Stop the Madness""."	0.0
The female equivalent is a daughter.	The equivalent is a daughter.	57.66666667
The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.	The wounds caused by a club are widely known as bludgeoning or blunt-force trauma wounds.	94.6
In approximate relation to the parties' respective strength in the Federal Assembly, the seats were distributed as follows: Free Democratic Party (FDP): 2 members, Christian Democratic People's Party (CVP): 2 members, Social Democratic Party (SP): 2 members, and Swiss People's Party (SVP): 1 member.	In approximate relation to the parties' respective strength in the Federal Assembly, the seats were distributed as follows: Free Democratic Party (FDP): 2 members, Christian Democratic People's Party (CVP): 2 members, Social Democratic Party (SP): 2 members, and Swiss People's Party (SVP): 1 member.	100.0
Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas, led by the Spanish commander Don Luis de Haro in 1658, that the fort stood out for its defenders' heroic resistance.	It grows out of the difficulties in assimilating the new culture, causing difficulty in knowing what is appropriate and what is not.	0.0
"On November 5, 2022, FIFA sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of Qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football."""	Mostly found in Andhra Pradesh also in Orissa, Tamil Nadu and Karnataka.	0.0
Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous superhero Captain Qwark, in an effort to stop Drek.	Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous superhero Captain Qwark, in an effort to stop Drek.	100.0
The body color varies from medium brown to gold-ish to beige-white; and occasionally, is marked with dark brown spots, especially on the limbs.	A considerable amount of research has been put into designs that avoid these delays as much as possible.	0.0
This was substantially complete when Messiaen died, and Yvonne Loriod undertook the final movement's orchestration with advice from George Benjamin.	"She made her debut in Series 3's ""Smith and Jones"", broadcast in the UK on 31 March 2007."	0.0
Orchestration Stravinsky first conceived of writing the ballet in 1913.	Orchestration Stravinsky. It was first conceived and write a ballet in 1913.	55.53333333
"On 14 November, an interview with journalist Piers Morgan was published, where Ronaldo said that he felt ""betrayed"" by ten Hag and ""two or three others"" who wanted Ronaldo to leave the club, while also adding that the club ""doubted"" him when he said he could not attend pre-season training due to the illness of his daughter, and that he did not respect ten Hag ""because he doesn't show respect for me"", leading him to be disappointed with the communication of the club."	This era coincided with the Medieval Warm Period (800 1300) and stopped with the start of the Little Ice Age (about 1250 1850).	0.0
Yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk.	Yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk.	100.0
Mifepristone is a synthetic steroid compound used as a pharmaceutical.	Mifepristone is a synthetic steroid compound used as a pharmaceutical.	100.0
Name Arzashkun seems to be the Assyrian form of an Armenian name ending in -ka formed from a proper name Arzash, which recalls the name Arsene, Arsissa, applied by the ancients to part of Lake Van.	Name Arzashkun seems to be the Assyrian form of an Urartian name ending in - ka formed from a proper name Arzash, which the name Arsene, Arsissa, known by the ancients to part of Lake Van.	55.53333333
Depending on the context, another closely-related meaning of constituent is that of a citizen residing in the area governed, represented, or otherwise served by a politician; sometimes this is restricted to citizens who elected the politician.	Depending on the context, another closely-related meaning of constituent is that of a citizen residing in the area governed, represented, or otherwise served by a politician; sometimes this is restricted to citizens who elected the politician.	100.0
The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.	The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.	100.0
None of the authors, contributors, sponsors, administrators, vandals, or anyone else connected with Wikipedia, in any way whatsoever, can be responsible for your use of the information contained in or linked from these web pages.	None of the authors, contributors, sponsors, administrators, vandals, or anyone else connected with Wikipedia, in any way whatsoever, can be responsible for your use of the information contained in or linked from these web pages.	100.0
It continues as the Bohemian Switzerland in the Czech Republic.	The archetypal pencil may have been the stylus, which was a thin metal stick, often made from lead and used for scratching in papyrus, a form of early paper.	0.0
Two sisters, Leah and Chantrelle, and their acquaintance Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom, arriving in London's Notting Hill before moving to the Midlands.	At the height of its glory, Ani had a population of 100,000 - 200,000 people and was the rival of Constantinople, Baghdad and Cairo.	0.0
The quark model was independently proposed by physicists Murray Gell-Mann and George Zweig in 1964.	From about 200 to 30 million years ago, the North American Plate was in continual collision with the Farallon Plate.	0.0
Following the drummers are dancers, who often play the Sogo( a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.	Fossils Canowindra is the site of one of the world's great fossil discoveries.	0.0
Nasepia has an appearance similar to that of most other Erniettomorphs from Namibia, with it having a leaf-like body with thin ribs and spindle-shaped bodies, however it differentiates itself from other taxa such as Pteridinium and Rangea in the sense that it has smaller petaloids and with the configuration of the ribs being sub-parallel to its axis.	Initially the units were coupled cab-to-cab but it was found more practical to couple Master nose to Slave cab.	0.0
According to anonymous sources cited by The Wall Street Journal, FTX had lent $10 billion of its customer assets to Alameda Research in 2022, and Alameda CEO Caroline Ellison disclosed to other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about that decision.	According to anonymous sources, FTX lent $10 billion of its customer’s money to Alameda Research in 2022. The Alameda CEO told her employees that she and the FTX leadership knew about the lending.	100.0
Each version of the License is given a distinguishing version number.	At home in Haworth Parsonage, Charlotte and the other surviving children — Branwell, Emily and Anne — began chronicling the lives and struggles of the inhabitants of their imaginary kingdoms.	0.0
The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.	The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini.	54.73333333
Heavy rain fell across portions of Britain on October 5, causing localized accumulation of flood waters.	Heavy rain fell in parts of the UK on October 5, to cause local backlog of flood waters.	85.0
Despite this, Farrenc was paid less than her male counterparts for nearly a decade.	Most of the population were engaged in farming, dairy farming, or tanning.	0.0
Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that colonises and reproduces in the small intestine, causing giardiasis.	Types of abrasions Colloquially, abrasions caused by contact with textiles or carpeting are referred to as rug burn or carpet burn.	0.0
Barneville-la-Bertran is a commune in the Calvados department in the Basse-Normandie region in northwestern France.	Vladimir Mikhailovich Jurowski (; born April 4 1972, Moscow, Russia) is a Russian conductor.	0.0
Gable also earned an Academy Award nomination when he portrayed Fletcher Christian in 1935's Mutiny on the Bounty.	Gable also earned an Academy Award nomination when he portrayed Fletcher Christian in 1935's Mutiny on the Bounty.	100.0
Unlike the first film adaptation, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, Barbeau-Lavalette remained more faithful to the original book.	The first film adaptation took several liberties with the original book, rewriting the character of Gary, replacing Seberg with a new actress, and refocusing the film as a horror movie based on the canine. However, director Barbeau-Lavalette stayed truer to the source material.	100.0
Plot captain Caleb Holt( Kirk Cameron) is a firefighter in Albany, Georgia and firmly keeps the cardinal rule of all firemen, `` never leave your partner behind''.	The 1977 Atlantic hurricane season officially began on June 1, 1977, and lasted until November 30, 1977.	0.0
Despite this, Farrenc was paid less than her male counterparts for nearly a decade.	Despite this, Farrenc was paid less than her male colleges for nearly a 10 years.	95.26666666666667
These ideally provide excellent habitat for chinkara, hog deer and blue bull.	These use for chinkara, hog deer and blue bull.	38.8
On June 24 1979 (the 750th anniversary of the village), Glinde received its town charter.	Wilson settled in the district in late 1836 with his wife and family.	0.0
In 2005, Meissner became the second American woman to land the triple Axel jump in national competition.	In 2005, with became the first American woman to do a triple Axel jump in the National football competition.	9.866666666666667
It was the first asteroid to be discovered by a spacecraft.	It was the first asteroid to be discovered by a spacecraft.	100.0
Other nearby settlements include Pont-Bellanger and Beaumesnil.	Banding features continued to organize as the system slowly strengthened, and on August 23 Debby attained a peak intensity of 50 mph (85 km / h) over the open waters of the Atlantic Ocean.	0.0
A mutant is a type of fictional character that appears in comic books published by marvel comics.	A mutant is a type of character that appears in comic books published by Marvel Comics.	84.73333333
Whereas earlier major protests, which were violently quelled by Iran's government, focused on election results or economic woes, the current protest, besides increased rights for women, has one main demand: the overthrow of the Islamic Republic.	Whereas earlier major protests, which were violently quelled by Iran's government, focused on election results or economic woes, the current protest, besides increased rights for women, has one main demand: the overthrow of the Islamic Republic.	100.0
The sitcom series features the story of Abi (played by Bolu Essien) who secures a job at a top advertising agency in Lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.	The sitcom series features the story of Abi (played by Bolu Essien) who secures a job at a top advertising agency in Lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.	100.0
The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.	The book has more than 200 newly commissioned colour photographs by the British architectural photographer Morley von Sternberg. There are also older images where needed to show buildings that have been significantly altered or demolished.	88.33333333333333
England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.	England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.	100.0
The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.	Geography Unna is situated on the route of an ancient salt-trading route, the Hellweg road.	0.0
In addition to farming, Corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual Christmas-themed display.	Today the garden is divided into sections containing the botanical school, gardens, ponds, greenhouses, and various buildings.	0.0
In April 2000, Minix became free/ open source software under a permissive free software licence, but by this time other operating systems had surpassed its capabilities, and it remained primarily an operating system for students and Hobbyists.	Since 1980 the senior pastor has been John Piper.	0.0
The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.	A game played in a browser is often called a browser-based game (BBG).	0.0
From the telephone exchange, the Port Jackson District Commandant could communicate with all military installations on the harbour.	From the telephone exchange, the Port Jackson District Commandant could communicate with all military installations on the harbour.	100.0
A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, though it also found more than half of self-identified Republicans supported it as a top congressional priority.	A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, while more than half of Republicans said it was a top congressional priority.	100.0
The legs are wide at the top, and narrow at the ankle.	The legs are, and.	10.0
The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.	Archers of Loaf was an American indie-rock band originally from Chapel Hill, North Carolina.	0.0
The collapsed dome of the main church has been restored entirely.	The collapsed dome of the main church has been restored entirely.	100.0
"Described as a darkly comedic bio-pic, Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, ""Who Is Reality Winner?"" with Fogel also on board to direct."	"Described as a darkly comedic bio-pic, Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, ""Who Is Reality Winner?"" with Fogel also on board to direct."	100.0
By most accounts, the instrument was nearly impossible to control.	By most accounts, the instrument was nearly impossible to control.	100.0
For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.	For example, King Bhumibol was born on Monday, so on his birthday in Thailand.	87.86666666666666
The pad called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat, whom the pad accused of being proxies for Thaksin.	The pad called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat, whom the pad accused of being proxies for Thaksin.	100.0
Thereafter the county's administration was conducted at Duns or Lauder until Greenlaw became the county town in 1596.	The Erotian surface gravity varies greatly, since Eros is not a sphere but an elongated peanut-shaped (or potato- or shoe-shaped) object.	0.0
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.	He excelled in history throughout his school years while his grades in other subjects remained average.	0.0
In return, Rollo swore fealty to Charles, converted to Christianity, and undertook to defend the northern region of France against the incursions of other Viking groups.	In return, Rollo fealty to Charles, made Christianity, and undertook to defend the northern region of France against other Viking groups.	97.46666666666667
Forty-nine species of pipefish and nine species of seahorse have been recorded.	Forty-nine species of pipefish and nine species of seahorse have been recorded.	100.0
Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.	Today, Landis' father has become a supporter of his son.	69.0
Advocacy Countries with a minority Muslim population are more likely than Muslim-majority countries of the Greater Middle East to use mosques as a way to promote civic participation.	A final violent confrontation with police took place at Glenrowan.	0.0
The apostolic tradition, attributed to the theologian Hippolytus, attests the singing of Hallel Psalms with Alleluia as the refrain in early Christian Agape feasts.	The apostolic tradition, attributed to the theologian Hippolytus, attests the singing of Hallel Psalms with Alleluia as the refrain in early Christian Agape feasts.	100.0
Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.	Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.	100.0
The Ukrainian nuclear energy agency said that Russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for Ukrainian needs.	The Ukrainian nuclear energy agency said that Russia was responsible for the opening fire that damaged certain buildings. These buildings were important for Ukraine to make enough energy for its people.	81.66666666666667
The term gribble was originally assigned to the wood-boring species, especially the first species described from Norway by Rathke in 1799, Limnoria lignorum.	To aid in the comparison of sizes of different geographic regions, areas between 1 km2 (100 hectares) and 10 km2 (1000 hectares) are listed below.	0.0
Shortly after attaining Category 4 status, the outer convection of the hurricane became ragged.	She was born in Norwich and attended Norwich High School for Girls before studying music at Cambridge University.	0.0
"In a short video promoting the charity Equality Now Joss Whedon confirmed that ""Fray is not done, Fray is coming back."	Horgen is an administrative district of the Swiss canton of Zürich.	0.0
In Marriages and Infidelities, Oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.	In Marriages and Infidelities, Oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.	100.0
"According to the eyewitness account, the shooter ""snapped,"" before shooting a woman, proceeding to kill employees within the break room before firing at least ten shots in the grocery aisles."	"According to the eyewitness account, the shooter ""snapped,"" before shooting a woman, proceeding to kill employees within the break room before firing at least ten shots in the grocery aisles."	100.0
However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.	However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.	100.0
Forty-nine species of pipefish and nine species of seahorse have been recorded.	"William J. ""Bill"" Bowerman (February 19, 1911 – December 24, 1999) was an American track and field coach and co-founder of Nike, Inc."	0.0
The form of chess played is speed chess in which each competitor has a total of twelve minutes for the whole game.	Chess played is usually limited chess in which each player has a total of twelve minutes for the whole game.	52.2
Railway Gazette International is a monthly business Journal covering the railway, Metro, light rail and Tram Industries worldwide.	Railway Gazette International is an international business company. It has Metro, light rail and Tram industries.	27.066666666666666
It is now the site of Meher Baba's samadhi (tomb-shrine) as well as facilities and accommodations for pilgrims.	It is now the site of Meher Baba's samadhi (tomb-shrine) as well as plants and sites for pilgrims.	62.2
Volterra is a town in the Tuscany region of Italy.	Volterra is a Tuscan town in Italy.	72.2
The New York City Housing Authority Police Department was a law enforcement agency in New York City that existed from 1952 to 1995.	The new city York Housing Authority Police Department was a law enforcement agency that existed.	53.06666667
It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.	It was discovered the Voyager 1 space probe taken.	21.8
It is now the site of Meher Baba's samadhi (tomb-shrine) as well as facilities and accommodations for pilgrims.	It is now the site of Meher Baba's samadhi (tomb-shrine) as well as facilities and accommodations for pilgrims.	100.0
In Marriages and Infidelities, Oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.	In Marriages and Infidelities, Oates takes ideas from novellas and short stories written by earlier authors and creates her own versions according to her artistic goals.	93.33333333333333
"Plot Captain Caleb Holt (Kirk Cameron) is a firefighter in Albany, Georgia and firmly keeps the cardinal rule of all firemen, ""Never leave your partner behind""."	The first generator (No. 22) in the south side of the dam started working on June 11, 2007.	0.0
Gumbasia was created in a style Vorkapich taught called Kinesthetic Film Principles.	Gumbasia was started in a way called Kinesthetic Film Principles.	68.46666667
The Ukrainian nuclear energy agency said that Russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for Ukrainian needs.	Mattimeo is a fantasy novel by Brian Jacques, published in 1989.	0.0
Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.	Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.	100.0
Railway Gazette International is a monthly business journal covering the railway, metro, light rail and tram industries worldwide.	Railway Gazette International is a monthly business journal covering the railway, metro, light rail and tram industries worldwide.	100.0
In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks - St Alexander Nevsky Cathedral (1908) and St George Cathedral in Nakhichevan (1783-1807).	98% of the university's incoming class of 2006 earned a high school GPA of 3.0 and higher, while the middle 50% of the incoming class earned a high school GPA of 3.60 to 3.90.	0.0
Depending on the context, another closely-related meaning of constituent is that of a citizen residing in the area governed, represented, or otherwise served by a politician; sometimes this is restricted to citizens who elected the politician.	Depending on the context, another closely-related meaning of constituent is that of a citizen residing in the area governed, represented, or otherwise served by a politician; sometimes this is restricted to citizens who elected the politician.	100.0
He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.	He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.	100.0
Robinson returned to West Point in 1972 to serve as the 3rd Regimental Tactical officer, where he was tasked with developing and training cadets.	The term is applied both to routine weather variations and to extraordinary spells of heat which may occur only once a century.	0.0
Once inaugurated in January 2023, she will become the first female Governor of Massachusetts as well as the first openly lesbian woman and third openly LGBT person (after Kate Brown and Jared Polis) to take office as governor of a U.S. state.	In January 2023, she will be sworn in as the Governor of Massachusetts and will become the first female to do so. She is also the first openly lesbian and third openly LGBT person after Kate Brown and Jared Polis to be elected governor of a US state.	96.33333333333333
Seventy-five defencemen are in the Hall of Fame, more than any other current position, while only 35 goaltenders have been inducted.	Seventy-Five Defencemen are,, 35 Goaltenders have been inducted.	95.53333333333333
The film stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.	The movie stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother. She tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.	100.0
Brunstad has several fast food restaurants, a cafeteria-style restaurant, coffee bar, and its own grocery store.	Brunstad has several fast food restaurants, a cafeteria-style restaurant, coffee bar, and its own grocery store.	100.0
Bone marrow is the flexible tissue found in the hollow interior of bones.	Bone marrow is the tissue found in the interior of bones.	84.0
According to the non-profit organization Iran Human Rights, as of 19 November 2022, at least 378 people including 43 minors under 18 years of age had been killed as a result of the government's intervention in the protests, involving tear gas and gunfire, making the protests the deadliest since the 2019–2020 protests that resulted in more than 1,500 fatalities.	Cricket pitches The chain also survives as the length of a cricket pitch.	0.0
In December, 1967, ten boom was honored as one of the righteous among the nations by the state of Israel.	In 1967, ten boom was given the righteous among the nations by Israel.	37.4
The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.	The wave moved across the Atlantic Ocean. It became a tropical depression off the northern coast of Haiti on September 13.	94.2
