document	simplification	labels
A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, though it also found more than half of self-identified Republicans supported it as a top congressional priority.	A poll found that only 28% of Americans supported having an impeachment investigation into Hunter Biden, but it also found half of Republicans supported it.	0.9333333333333332
Railway Gazette International is a monthly business journal covering the railway, metro, light rail and tram industries worldwide.	Railway Gazette International is an international business company. It has Metro, light rail and Tram industries.	0.7629411764705882
Two sisters, Leah and Chantrelle, and their acquaintance Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom, arriving in London's Notting Hill before moving to the Midlands.	Two sisters, Leah and Chantrelle, and their friend Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom. It arrives in London's Notting Hill before moving to the Midlands.	0.7
They are castrated so that the animal may be more docile or may put on weight more quickly.	They are castrated that the animal docile may or may be put on weight.	0.3086666667
The same tram had derailed on 30 May 2006 at Starr Gate loop during previous trials.	The tram had came on May 30, 2006 at Starr Gate loop during the trials.	0.642
The sitcom series features the story of Abi (played by Bolu Essien) who secures a job at a top advertising agency in Lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.	The series features the story of Abi (played by Bolu Essien) who gets a job at a top advertising agency in Lagos. She soon gets a chance to shine at work when she is promoted to become the acting manager after the manager travels to another branch.	0.8166666666666668
A few animals have chromatic response, changing color in changing environments, either seasonally (ermine, snowshoe hare) or far more rapidly with chromatophores in their integument (the cephalopod family).	A few animals have chromatic response, changing color in changing environments, either seasonally (stoat, snowshoe hare) or more quickly with chromatophores in their integument (the cephalopod family).	0.8873333333
Today NRC is organised as an independent, private foundation.	It is the largest country in the world.	0.919375
Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that colonises and reproduces in the small intestine, causing giardiasis.	Giardia lamblia (also called Lamblia intestinalis and Giardia duodenalis) is a flagellated parasite that reproduces in the small intestine, causing giardiasis.	0.8733333333000001
He is also a member of another Jungiery boyband 183 Club.	He also has another Jungiery Boyband 183 club.	0.9033333333333333
Today NRC is organised as an independent, private foundation.	It is the largest country in the world.	0.736
The complainant claimed that he had not renounced his Nepali citizenship while being an American citizen, and Nepali law does not allow the provision of dual citizenship.	The complainant said he was still a Nepali citizen even though he had become an American one. Nepali law does not allow people to have two citizenships at the same time.	0.95
Jeanne Marie-Madeleine Demessieux (February 13, 1921 November 11, 1968), was a French organist, pianist, composer, and pedagogue.	Jeanne Demessieux (born Paris, 13 February 1921; died Paris, 11 November 1968), was a French organist and composer.	0.86
So far the 'celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott Mills, Mark Chapman, Simon Gregson, Sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.	So far the'Famous person' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott mills, mark Chapman, Simon Gregson, sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.	0.8873333333333333
Vouvray-sur-Huisne is a commune in the Sarthe department in the region of Pays-de-la-Loire in northwestern France.	It is found in the region Pays de la of in the Sarthe department in the west of France.	0.6833333333
Major American and British oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.	Major American and British oil companies reported record profits in 2022. They rewarded their shareholders with dividends and stock buybacks.	0.8333333333333333
Their participation is limited until they reach legal adulthood.	Their role is limited as long as they meet legal adult.	0.29533333333333334
Blogger DJ Akademiks held a three-hour stream in honor of Takeoff, in which he analyzed videos from the moment of the murder of Kirshnik, and also called for fighting the ideology of violence in hip-hop, including stop imitating rappers YNW Melly and Tay-K, who were convicted of murder.	Blogger DJ Akademiks held a three-hour long stream to honor Takeoff. In this stream, he analyzed videos from the moment of Kirshnik’s murder. He also asked people to challenge the use of violence in hip-hop and to stop copying rappers like YNW Melly and Tay-K who were convicted of murder.	0.95
Railway Gazette International is a monthly business journal covering the railway, metro, light rail and tram industries worldwide.	Railway Gazette International is a monthly business publishing program covering the railway, metro, light rail and tram industries worldwide.	0.9446666667
The story of Christmas is based on the biblical accounts given in the Gospel of Matthew, namely - and the Gospel of Luke, specifically -.	The story of Christmas is based on the biblical accounts given in the Gospel of Matthew.	0.948
In April 2000, Minix became free/ open source software under a permissive free software licence, but by this time other operating systems had surpassed its capabilities, and it remained primarily an operating system for students and Hobbyists.	In April 2000, Minix became Free/ open source software under a permissive free software licence. by this time other operating systems had surpassed its capabilities, and it remained primarily an operating system for students and Hobbyists.	0.652
Their eyes are quite small, and their visual acuity is poor.	Their eyes are small, and the visual acuity is poor.	0.85
The architecture of Winchester College is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and Early Modern periods, to a major expansion of accommodation in the Victorian era and then further extensions at the turn of the 20th century and more recently.	The architecture of Winchester College is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, to a major expansion of accommodation at the turn of the 20th century and to further extensions at the end of the 20th century, to the present day.	0.9966666666666667
In 2005, Meissner became the second American woman to land the triple Axel jump in national competition.	In 2005, with became the first American woman to do a triple Axel jump in the National football competition.	0.8486666666666666
Each entry has a datum (a nugget of data) which is a copy of the datum in some backing store.	Each entry has a datum a copy.	0.889375
About 95 species are currently accepted.	About 95 species are accepted.	0.846
James I appointed him a Gentleman of the Chapel Royal, where he served as an organist from at least 1615 until his death.	James I appointed him a gentleman of the chapel Royal. There he served as an organist from approximately 1615 until his death.	0.9542857142857143
From 1900 to 1920 many new facilities were constructed on campus, including facilities for the dental and pharmacy programs, a chemistry building, a building for the natural sciences, Hill Auditorium, large hospital and library complexes, and two residence halls.	From 1900 to 1920 many new facilities were constructed on campus, including facilities for the dental and pharmacy programs, a chemistry building.	0.7633333333
Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and / or cares about.	Research has shown that children are less likely to report a crime if it involves someone that he or she knows.	0.4788235294117647
It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.	It was found by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979.	0.9393333333
Military career Donaldson enlisted in the Australian Army on 18 June 2002.	Military career Donaldson joined the Australian Army on 18 June 2002.	0.5506666667
The plant is considered a living fossil.	The plant is thought to be a living fossil.	0.8966666667
No Skater has yet accomplished a quadruple Axel in competition.	No Skater has completed a quadruple Axel in competition.	0.9413333333333334
"Instead, the crew fashioned a trailer with a cantilevered arm attached to the ""hovercraft"" and shot the scene while riding up Templin Highway north of Santa Clarita."	", the crew fashioned a trailer with a cantilevered arm attached ""shot"" and the scene."	0.3733333333
In return, Rollo swore fealty to Charles, converted to Christianity, and undertook to defend the northern region of France against the incursions of other Viking groups.	In return, Rollo fealty to Charles, made Christianity, and undertook to defend the northern region of France against other Viking groups.	0.9753333333333333
Together they formed New Music Manchester, a group committed to contemporary music.	Together they started New Music Manchester, a group sent to modern music.	0.6686666667
For example, the stylebook of the Associated Press is updated annually.	, the stylebook is updated.	0.35933333330000006
West Berlin had its own postal administration, separate from West Germany's, which issued its own postage stamps until 1990.	West Berlin had its own government, separate from West Germany's, which had its own postage stamps until 1990.	0.914
From the telephone exchange, the Port Jackson District Commandant could communicate with all military installations on the harbour.	From the telephone exchange, the Port Jackson District nose could draw with all military installations on the harbor.	0.3826666667
He died on May 29, 1518 in Madrid, Spain and was buried in the Church of San Benito D'Alcantara.	He died, and was buried'.	0.7306666666666666
The latter device can then be designed and used in less stringent environments.	The device can then be made and used as a source of environments.	0.6526666667000001
Below are some useful links to facilitate your involvement.	Below is some useful links to help with your involvement.	0.804
This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.	Marquess of location@1 (number@1), a subdivision of the organization@1 (number@2)	0.23199999999999998
The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.	They imposed a fine of $400, or $100 per count of fraud, and three years of supervised release following the prison sentence.	1.0
Bone has published numerous books including Fantastic Fungi Community Cookbook (2021), which includes recipes by wild mushroom foragers, mycologists, and chefs specializing in mushroom-based dishes. 	Bone has published numerous books. Fantastic Fungi Community Cookbook (2021) has recipes by wild mushroom foragers, mycologists, and chefs who make mushroom-based dishes.	0.98
The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.	The wounds caused by a club are widely known as bludgeoning or blunt-force trauma wounds.	0.8733333333000001
Robinson returned to West Point in 1972 to serve as the 3rd Regimental Tactical officer, where he was tasked with developing and training cadets.	Robinson went back to West Point in 1972. Over there, he was the 3rd Regimental Tactical officer. He was in charge of coaching new military students and helping them become better.	0.9
The latter provided audiences with the sort of information later provided by intertitles, and can help historians imagine what the film may have been like.	Provided with the latter audiences provided the sort of information, and can help historians imagine what the film may have been like.	0.578
The area covered by the warning issued on September 22 was extended southwards as Jose intensified, before being canceled soon after landfall on September 23.	The area covered by the warning issued was extended southwards Jose intensified, being.	0.41200000000000003
In December, 1967, Ten Boom was honored as one of the Righteous Among the Nations by the State of Israel.	In December, 1967, Ten Boom was honored as one of the fair in the States by the State of Israel.	0.614
Before Bankman-Fried's wealth eroded in November 2022, Bankman-Fried was a major donor to Democratic Party candidates.	Bankman-Fried donated to Democratic Party candidates before their wealth declined in November 2022.	0.9033333333333333
Alternative views on the subject have been proposed throughout the centuries (see below), but all were rejected by mainstream Christian bodies.	Alternative views on the subject have been proposed during the centuries (see below), but all were rejected by mainstream Christian bodies.	0.8873333333333333
Santa Maria Maggiore( St. Mary the greater), the earliest extant church in Assisi.	The earliest church in Assisi is Santa Maria Maggiore.	0.912
A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.	A matchbook is a small cardboard matchcover (folder) enclosing a quantity of matches. It has a corner striking surface on the outside.	0.8959999999999999
She was left behind (explanations for this vary) when the rest of the Nicoleños were moved to the mainland.	She was left vary) the rest were moved.	0.1913333333
By most accounts, the instrument was nearly impossible to control.	Most said the instrument was nearly impossible to control.	0.2833333333333333
Nasepia has an appearance similar to that of most other Erniettomorphs from Namibia, with it having a leaf-like body with thin ribs and spindle-shaped bodies, however it differentiates itself from other taxa such as Pteridinium and Rangea in the sense that it has smaller petaloids and with the configuration of the ribs being sub-parallel to its axis.	Nasepia looks like most other Erniettomorphs from Namibia, with a leaf-like body and thin ribs and spindle-shaped bodies. However, it has smaller petaloids and the configuration of its ribs run close to its axis, which sets it apart from Pteridinium and Rangea.	0.7433333333333333
The film centers on a reclusive wealthy family who has spent months living in virtual isolation in the family mansion to prevent their community from finding out that daughter Hélène has gotten pregnant from a one-night stand, only to have their fragile equilibrium challenged when Hélène abandons the house soon after the baby's birth to look for the father.	The film focuses on a wealthy family that keeps to themselves. They spent months living in isolation in the family mansion to stop their community from finding out that their daughter had gotten pregnant from a one-night stand. This all changed when the daughter left the house after the baby was born to look for the father.	0.8333333333333333
There are statues of Sir Alf Ramsey and Sir Bobby Robson, both former Ipswich Town and England managers, outside the ground.	There are many statues of Sir Alf Ramsey and Sir Bobby Robson. There are many former Ipswich Town in England.	0.5793333333
Macgruber starts asking for simple objects to make something to defuse the bomb, but he is later distracted by something( usually involving his personal life) that makes him run out of time.	Macgruber starts ask for simple things to make a point to turn off the bomb, but he's later held by one thing (usually based on his own life) that makes him run out of time.	0.8035714285714286
Robinson returned to West Point in 1972 to serve as the 3rd Regimental Tactical officer, where he was tasked with developing and training cadets.	Robinson returned to West Point in 1972 to be the 3rd Regimental Tactical officer. He was tasked with developing and training cadets.	0.7833333333333333
Characteristics Radar observations indicate a fairly pure iron-nickel composition.	Characteristics 1969, Radar observations indicate that it is made of iron-nickel.	0.5946666667
Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.	Many people who receive the Kate Greenaway medal also win the Colin Mears award. its worth £5000.	0.9146666666666667
He settled in London, devoting himself chiefly to practical teaching.	He settled in London, devoting himself.	0.6546666667
The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.	The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.	0.8
James I appointed him a Gentleman of the Chapel Royal, where he served as an organist from at least 1615 until his death.	James I appointed him a gentleman, he served.	0.8293333333333334
Bone has published numerous books including Fantastic Fungi Community Cookbook (2021), which includes recipes by wild mushroom foragers, mycologists, and chefs specializing in mushroom-based dishes. 	Bone has published books which include recipes by foragers, mycologists, and chefs that involve mushroom-based dishes.	0.9666666666666667
It is now the site of Meher Baba's samadhi (tomb-shrine) as well as facilities and accommodations for pilgrims.	It is now the site of Meher Baba's samadhi (tomb-shrine) as well as places where people live.	0.85
In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).	, the two Bolsheviks demolished and 1783-1807).	0.078
It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.	It was found out by Stephen P. Synnott in images from the Voyager 1 space probe made on March 5, 1979 while orbit around Jupiter.	0.6773333332999999
Roof tiles dating back to the Tang Dynasty with this symbol have been found west of the ancient city of Chang'an (modern-day Xian).	The Colosseum is a river in the old location@2. It was first found in number@1 by the French explorer Tang Dynasty.	0.4433333333
Thereafter the county's administration was conducted at Duns or Lauder until Greenlaw became the county town in 1596.	The county's administration was conducted at Duns or Lauder until Greenlaw became the county town in 1596.	0.894
The film received positive reviews from critics, with praise towards Coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), emotional weight, musical score, and its tributes to Boseman, although the runtime received some criticism.	Film critics praised Coogler’s direction, action scenes, production and costume design, the cast’s performances, emotional weight, musical score, and tributes to Boseman. Some critics disliked the length of the movie.	0.9366666666666668
Yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk.	Yogurt or yogurt is a dairy product drawn up by bacterial fermentation of milk.	0.6993333332999999
Drone footage released by the Islamic State showed bombs being dropped on an ammunitions facility located in Deir ez-Zor, Syria, an area of contested control between the Islamic State and the Syrian government at the time.	Drone footage from the Islamic State revealed bombs falling on an ammunitions facility in Deir ez-Zor, Syria. This region was disputed between the Islamic State and the Syrian government at the time.	0.96
Depending on the context, another closely-related meaning of constituent is that of a citizen residing in the area governed, represented, or otherwise served by a politician; sometimes this is restricted to citizens who elected the politician.	A person who is in the area governed, represented, or otherwise served by a politician.	0.8313333333
He came from a musical family; his mother, LaRue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.	His father was a singer, Keith Brion. His father was a band director at Yale.	0.7240000000000001
Thereafter the county's administration was conducted at Duns or Lauder until Greenlaw became the county town in 1596.	The county was made up at Duns or Lauder until 1596. Greenlaw became the county town.	0.47600000000000003
Stands were eventually added behind each set of goals during the 1980s and 1990s as the ground began to be modernised.	Stands were then added behind each set of goals in the 1980s and 1990s as the ground began to be modern.	0.7933333333
On November 2, 2022, Poland's Minister of National Defence Mariusz Blaszczak announces the construction of a barrier along the border with the Russian exclave of Kaliningrad, as Poland believes that Russia will use the border to illegally transport African and Asian immigrants to Europe.	On November 2, 2022, Poland's Minister of National Defence, Mariusz Blaszczak, proclaimed that they would build a wall along their border with the Russian region of Kaliningrad. Poland suspects that Russia may use this border to smuggle African and Asian immigrants into Europe.	0.9433333333333332
"Described as a darkly comedic bio-pic, Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, ""Who Is Reality Winner?"" with Fogel also on board to direct."	"Emilia Jones has been confirmed to play the part of Reality Winner, the whistleblower, in a darkly comedic bio-pic. The script was written by Kerry Howley, based on her 2017 New York Magazine feature ""Who Is Reality Winner?"", and Fogel will direct the film."	0.9733333333333333
"According to the eyewitness account, the shooter ""snapped,"" before shooting a woman, proceeding to kill employees within the break room before firing at least ten shots in the grocery aisles."	"A witness said that the shooter ""snapped,"" before shooting a woman. The shooter then killed employees in the break room and fired at least ten shots in the grocery aisles."	0.5833333333333334
Bone has published numerous books including Fantastic Fungi Community Cookbook (2021), which includes recipes by wild mushroom foragers, mycologists, and chefs specializing in mushroom-based dishes. 	Bone has written many books, like the Fantastic Fungi Community Cookbook (2021). It has recipes from foragers, scientists, and chefs who specialize in dishes with mushrooms.	0.9066666666666667
Nasepia has an appearance similar to that of most other Erniettomorphs from Namibia, with it having a leaf-like body with thin ribs and spindle-shaped bodies, however it differentiates itself from other taxa such as Pteridinium and Rangea in the sense that it has smaller petaloids and with the configuration of the ribs being sub-parallel to its axis.	Nasepia looks similar to other Ernettiomorphs. It is similar due to its overall leaf-like body and thin ribs, but is different due to its smaller petaloids and the location of its ribs.	0.7433333333333333
He won the presidential election held on 2 March 2008 with 71.25% of the popular vote.	He won the presidential election in March 2008.	0.9873333333
Bankers from ShoreBank, a community development bank in Chicago, helped Yunus with the official incorporation of the bank under a grant from the Ford Foundation.	Bankers from ShoreBank, from a community development bank in Chicago, helped Yunus by the official money from the Ford Foundation.	0.612
The architecture of Winchester College is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and Early Modern periods, to a major expansion of accommodation in the Victorian era and then further extensions at the turn of the 20th century and more recently.	Winchester College was built in several architectural styles over its long history, beginning in 1382. Additions and extensions were made in the medieval and Early Modern periods, and then more additions in the Victorian era and again in the 20th century.	1.0
The sheer weight of the continental icecap sitting on top of Lake Vostok is believed to contribute to the high oxygen concentration.	The sheer weight of the continental icecap sitting on top of Lake Vostok is thought to help make the high oxygen concentration.	0.9133333333
For Rowling, this scene is important because it shows Harry's bravery, and by retrieving Cedric's corpse, he demonstrates selflessness and compassion.	For Rowling, this scene is important because it shows Harry's bravery, and Cedric's corpse, he shows selflessness and compassion.	0.602
Small value inductors can also be built on integrated circuits using the same processes that are used to make transistors.	Small value Inductors can also be built using the same processes to make transistors.	0.716
Major American and British oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.	American and British oil producers reported record profits in 2022. However, they rewarded their shareholders with the extra money instead of investing the money back into the business.	1.0
Below are some useful links to facilitate your involvement.	Below are some useful links to help your involvement.	0.9780645161290323
During an interview, Edward Gorey mentioned that Bawden was one of his favorite artists, lamenting the fact that not many people remembered or knew about this fine artist.	During an interview, Edward Gorey said that Bawden was one of his favorite artists.	0.9986666667
Divided into sections pertaining to each season and covering self-reliance, growing and gardening, cooking, health and beauty, and wilderness, and with photos and illustrations evocative of the great outdoors, A Wilder Life shows that getting in touch with nature is possible.	It covers topics such as growing and gardening, cooking, health and beauty, and wilderness. A Wilder Life shows that getting in touch with nature is possible.	0.65
Seventy-five defencemen are in the Hall of Fame, more than any other current position, while only 35 goaltenders have been inducted.	Seventy-Five Defencemen are in the hall of fame, more than any other current position, while only 35 Goaltenders have been inducted.	0.22399999999999998
The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.	The Supreme Court of the United Kingdom denied Scotland the opportunity to hold a second vote for independence without approval from Britain.	0.9
The film centers on a reclusive wealthy family who has spent months living in virtual isolation in the family mansion to prevent their community from finding out that daughter Hélène has gotten pregnant from a one-night stand, only to have their fragile equilibrium challenged when Hélène abandons the house soon after the baby's birth to look for the father.	A wealthy family isolates themselves in their mansion to hide that daughter Hélène is pregnant from a one-night stand. But, their fragile balance is broken when Hélène leaves the house to look for the father after the baby is born.	0.9433333333333332
The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.	The activists said that the Russians were war criminals and shouldn’t be at the conference.	1.0
In a difficult situation, it encouraged him to study Graphic Design in 2007, and he's been since as a Cinematographer in the film industry, also his have a lot of experience with photography and experience in the field of graphic design.	In 2007, his difficult circumstances encouraged him to pursue Graphic Design. Since then, he has worked as a Cinematographer in the film industry and gained experience in both photography and graphic design.	0.9333333333333332
This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.	"The area east of the mouth of the Vistula river was sometimes called ""Prussia proper."""	0.9253125
The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.	Iranian players made news in their match against England when they did not sing the national anthem in support of Mahsa Amini protests. Some Iranian fans even cheered against their own team or did not watch their team in the protests, as they felt the team represented the government.	0.91
James I appointed him a Gentleman of the Chapel Royal, where he served as an organist from at least 1615 until his death.	James I became a Gentleman of the Chapel Royal in 1615. He became an organist at least 1615 until his death.	0.7333333333000001
The complainant claimed that he had not renounced his Nepali citizenship while being an American citizen, and Nepali law does not allow the provision of dual citizenship.	The complaint said he did not renounce his Nepali citizenship while being an American citizen.	0.95
In a short Video promoting the charity equality now joss Whedon confirmed that `` fray is not done, fray is coming back.	In a short Video to help give funds to equality now joss Whedon said that fray will be back.	0.588
It was the first asteroid to be discovered by a spacecraft.	It was the first asteroid to be found by a ship.	0.9813333332999999
After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.	After graduation he returned to Yerevan to teach at the local Conservatory and later became director of the Armenian Philarmonic orchestra	0.146875
Acanthopholis's armour consisted of oval plates set almost horizontally into the skin, with spikes protruding from the neck and shoulder area, along the spine.	Acanthopholis's armour consisted of oval plates set almost vertically into the skin.	0.958
Each entry has a datum (a nugget of data) which is a copy of the datum in some backing store.	There is a copy of each datum entry in some backing store.	0.9106666666666666
In 1987 Wexler was inducted into the Rock and Roll Hall of Fame.	In 1987 Wexler became part of the Rock and Roll Hall of Fame.	0.9166666667
Most of the songs were written by Richard M. Sherman and Robert B. Sherman.	The song was put up by Richard M. Sherman and Robert B. Sherman.	0.7126666667000001
Gomaespuma was a Spanish radio show, hosted by Juan Luis Cano and Guillermo Fesser.	Gomaespuma was a Spanish radio show.	0.98
The lawyer, Brandon (Waise Lee), became his idol, and MK Sun grew up to be a lawyer.	Brandon (Waise Lee), became his idol, and MK Sun grew up to be a lawyer.	0.8646666666999999
Ohio state's library system encompasses twenty-one libraries located on its Columbus campus.	Ohio state's system has twenty-one libraries found on the Columbus.	0.606
"Football fans around the world may find some apprehensions about going to the World Cup in Qatar because of the alcohol laws concerning consuming alcohol in public places, but World Cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the World Cup."	"Football fans around the world may find some apprehensions about going to the World Cup in Qatar because of the alcohol laws, but World Cup organizers say that they will have ""sobering up"" zones where people will be told not to drink alcohol while watching the games."	0.5966666666666667
Each version of the License is given a distinguishing version number.	Each version of the license is given a to show the version number.	0.556875
Nasepia has an appearance similar to that of most other Erniettomorphs from Namibia, with it having a leaf-like body with thin ribs and spindle-shaped bodies, however it differentiates itself from other taxa such as Pteridinium and Rangea in the sense that it has smaller petaloids and with the configuration of the ribs being sub-parallel to its axis.	Nasepia has a leaf-like body with thin ribs and spindle-shaped bodies. It differentiates itself from other taxa such as Pteridinium and Rangea in the sense that it has smaller petaloids and with the configuration of the ribs being sub-parallel to its axis. The petaloids are the parts of the plant that stick out from the body.	0.8733333333333333
Ryan Prosser (born 10 July, 1988) is a professional rugby union player for Bristol Rugby in the Guinness Premiership.	Ryan Prosser (born 10 July Ryan Prosser (born 10 July is a rugby union player.	0.402
Prunk is a member of Institute of European History in Mainz, and a senior fellow of the Center for European Integration Studies in Bonn.	Prunk is a member of Institute of European History in Mainz. He was also a member of the Center for European Integration Studies in Bonn.	0.774
"Plot Captain Caleb Holt (Kirk Cameron) is a firefighter in Albany, Georgia and firmly keeps the cardinal rule of all firemen, ""Never leave your partner behind""."	Plot Captain Caleb Holt (Kirk Cameron) is a firefighter in Albany, Georgia. It is also known as the Cardinal rule of all firemen, who leave the partner behind him.	0.3946666667
The body color varies from medium brown to gold-ish to beige-white; and occasionally, is marked with dark brown spots, especially on the limbs.	The body color varies from medium brown to gold-ish to beige-white.	0.9133333333
In April 2000, Minix became free/ open source software under a permissive free software licence, but by this time other operating systems had surpassed its capabilities, and it remained primarily an operating system for students and Hobbyists.	In April 2000, Minix became Free/ open source software. in April 2000, Minix became free source software under a permissive free software licence, but by this time other operating systems.	0.8706666666666666
A town may be correctly described as a market town or as having market rights even if it no longer holds a market, provided the right to do so still exists.	May be described a town or as having market rights if it holds a market, provided the right to do exists.	0.5106666666999999
"Alessandro (""Sandro"") Mazzola (born 8 November 1942) is an Italian former football player."	"Alessandro (""Sandro"") Mazzola (born 8 1942 November) is an football player."	0.8513333332999999
Widespread blackouts are reported in Western Ukraine as Russian forces launch another wave of cruise missile strikes, including the city of Lviv which has experienced a total blackout.	As Russian forces launch another wave of cruise missile strikes, widespread blackouts are reported in Western Ukraine.	1.0
Seventy-Five Defencemen are in the hall of fame, more than any other current position, while only 35 Goaltenders have been inducted.	Seventy-Five Defencemen are in the hall of fame, more than any other current position, while only 35 Goaltenders have been inducted.	0.946
Before the advent of the pocket calculator, it was the most commonly used calculation tool in science and engineering.	Before the advent of the pocket calculator, it was the most common design tool in science and engineering.	0.902
However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.	However, the BZÖ differs a little bit in respect to the Freedom Party, as is in favour of a poll about the Lisbon Treaty but from an EU-Withdrawal.	0.6493333333
Finally in 1482 the Order dispatched him to Florence, the ‘ city of his destiny ’.	Finally in 1482 the Order sent him to Florence, the'city of his destiny'.	0.7046666667
He also completed two collections of short stories entitled The Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.	He also wrote two collections of short stories, entitled The Ribbajack & Other Curious and Ghostly yarns and Seven Strange Tales.	0.7806666667000001
The body color varies from medium brown to gold-ish to beige-white; and occasionally, is marked with dark brown spots, especially on the limbs.	The body color varies, and is marked,.	0.7726666667000001
In 1990, mark Messier took the Hart over Ray Bourque by a margin of two votes, the difference being a single first-place vote.	In 1990 mark Messier won the Hart Trophy. He beat Ray Bourque by two votes; the difference was one first-place vote.	0.8926666666666666
In December, 1967, ten boom was honored as one of the righteous among the nations by the state of Israel.	In 1967, ten boom was given the righteous among the nations by Israel.	0.4106666666666667
Yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk.	Potassium or yogurt is a dairy product made by bacteria.	0.7206666667
Fives is a British sport believed to derive from the same origins as many racquet sports.	Fives is a British Racquet sport.	0.648
Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and / or cares about.	Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.	0.93
After the Jerilderie raid, the gang laid low for 16 months evading capture.	After the Jerilderie raid, the gang set low for 16 months evading catch.	0.6373333333
Finally in 1482 the Order dispatched him to Florence, the ‘ city of his destiny ’.	"I mean in 1482 the Order sent him to Florence, the ""city of his fate""."	0.7573333333
"On November 5, 2022, FIFA sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of Qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football."""	"On November 5, 2022, FIFA sent out a letter to all participating nations telling them to stop talking about Qatar and to focus on the football. The letter said that they should ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world""."	0.9733333333333333
Two sisters, Leah and Chantrelle, and their acquaintance Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom, arriving in London's Notting Hill before moving to the Midlands.	Two sisters, Leah and Chantrelle, and their friend Hosanna took a steamboat from Saint Ann Parish in Jamaica to the United Kingdom. They landed in London's Notting Hill, then relocated to the Midlands.	1.0
Volterra is a town in the Tuscany region of Italy.	Volterra is a Tuscan town in Italy.	0.8153333333333334
